,Winery,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
2674,Enos Vineyard winery US,281.03249999999997,1018.5,79.155,0.0775
2675,Expression 38 winery US,280.7575,1020.3425,73.895,0.10250000000000001
2676,Leeuwin Estate winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
2677,Domaine Fouassier winery France,278.405,1019.5975,90.47500000000001,0.0625
2678,Domaine Vacheron winery France,276.885,1020.4425,71.7725,0.19
2679,Château du Taillan winery France,280.26,1023.8899999999999,86.18249999999999,0.17
2680,Miali winery Italy,282.63250000000005,1020.2425000000001,82.78999999999999,0.085
2681,Olsen Estates winery US,269.095,1001.7425,80.53,0.065
2682,Conde de Velázquez winery Chile,277.01750000000004,1020.4525,65.10249999999999,0.015000000000000001
2683,Elkhorn Ridge winery US,269.00250000000005,1006.1274999999999,64.66749999999999,0.0075
2684,Vignobles Sarrail winery France,282.0174999999999,1014.2975,63.565,0.0075
2685,Xavier Flouret winery Chile,273.9575,1017.4499999999999,67.8775,0.14750000000000002
2686,Agrapart & Fils winery France,278.11,1018.305,89.99,0.08
2687,Tenuta Santa Maria alla Pieve winery Italy,275.7675,1016.0975000000001,83.08749999999999,0.11
2688,Toquade winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
2689,Yates Family Vineyard winery US,281.03249999999997,1018.5,79.155,0.0775
2690,Gitton Père et Fils winery France,278.405,1019.5975,90.47500000000001,0.0625
2691,Lusso Della Terra winery US,279.685,1018.23,73.42,0.025
2692,Jenica Peak winery US,280.4425,1019.805,73.02250000000001,0.26
2693,Keswick Vineyards winery US,277.4675,1019.2974999999999,70.09,0.1225
2694,Hawkstone winery US,275.27,1018.9625,72.985,0.1375
2695,Butterfield Station winery US,270.58,1019.8699999999999,78.02250000000001,0.075
2696,Hoyt Family Vineyards winery US,282.145,1019.67,71.3375,0.0475
2697,Scrapbook winery US,279.0575,1010.4275,43.81,0.0025
2698,Michael Florentino winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
2699,Arrow Creek winery US,277.1825,1020.1425,77.925,0.1875
2700,Shadowbox winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
2701,Momo winery New Zealand,290.48,1011.495,78.5125,0.145
2702,Upland Estates winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
2703,Montezuma winery US,269.9725,1015.9375,78.4025,0.10500000000000001
2704,Nice Pairing winery US,276.885,1020.4425,71.7725,0.19
2705,Alderbrook winery US,281.03249999999997,1018.5,79.155,0.0775
2706,SJ Montigny winery Germany,276.745,1016.5625,85.615,0.12000000000000001
2707,Timothy Malone winery US,276.21999999999997,1020.7575,76.705,0.14
2708,Domaine Fernand Engel winery France,275.945,1014.6075,86.3125,0.1975
2709,Draxton winery US,281.03249999999997,1018.5,79.155,0.0775
2710,Rarecat winery US,276.885,1020.4425,71.7725,0.19
2711,Robert John winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
2712,Love That Red winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
2713,Terra Bella winery US,281.03249999999997,1018.5,79.155,0.0775
2714,DeLille winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
2715,Denis Jamain winery France,278.405,1019.5975,90.47500000000001,0.0625
2716,Domaine Philippe Raimbault winery France,278.405,1019.5975,90.47500000000001,0.0625
2717,Domaine Trouillet winery France,277.3075,1019.2425,81.31,0.0925
2718,Domaine Vincent Pinard winery France,278.405,1019.5975,90.47500000000001,0.0625
2719,Emile Balland winery France,278.405,1019.5975,90.47500000000001,0.0625
2720,Empire Estate winery US,278.565,1019.0525,77.695,0.2825
2721,Francis Blanchet winery France,278.405,1019.5975,90.47500000000001,0.0625
2722,Zepaltas winery US,281.03249999999997,1018.5,79.155,0.0775
2723,Brooklyn Winery winery US,273.7775,1017.2824999999999,66.38,0.1125
2724,Peterson winery US,281.03249999999997,1018.5,79.155,0.0775
2725,Moletto winery Italy,276.375,1019.23,83.245,0.1325
2726,Cosentino winery US,281.03249999999997,1018.5,79.155,0.0775
2727,Hans Fahden winery US,281.03249999999997,1018.5,79.155,0.0775
2728,Protopapas winery Greece,278.225,1018.3625,70.3125,0.03
2729,Tessier Winery winery US,276.885,1020.4425,71.7725,0.19
2730,Timothy Moore winery US,271.15500000000003,1015.9375,78.5625,0.095
2731,Winenot winery France,279.34999999999997,1020.3074999999999,88.86500000000001,0.09
2732,Woodenhead winery US,281.03249999999997,1018.5,79.155,0.0775
2733,Bailli de Provence winery France,281.9275,1019.2825,79.215,0.052500000000000005
2734,Château la Tour de l'Evêque winery France,281.9275,1019.2825,79.215,0.052500000000000005
2735,Domaine Jacourette winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
2736,Estandon winery France,281.9275,1019.2825,79.215,0.052500000000000005
2737,Excelsior winery South Africa,292.28999999999996,973.66,60.6,0.0225
2738,Weather winery US,274.805,1017.33,77.3025,0.095
2739,Paddy Borthwick winery New Zealand,290.48,1011.495,78.5125,0.145
2740,Richmond Plains winery New Zealand,290.48,1011.495,78.5125,0.145
2741,Darioush winery US,280.7575,1020.3425,73.895,0.10250000000000001
2742,Varner winery US,281.63,1019.21,73.97,0.0875
2743,Schweiger winery US,281.03249999999997,1018.5,79.155,0.0775
2744,Easton winery US,280.0375,1020.4000000000001,73.5425,0.07
2745,Beaucanon winery US,280.7575,1020.3425,73.895,0.10250000000000001
2746,Penfolds winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
2747,Henry of Pelham winery Canada,270.7925,1015.5975000000001,77.225,0.07500000000000001
2748,Neil Ellis winery South Africa,293.11,1003.365,66.9275,0.255
2749,Colio winery Canada,270.2375,1017.4075,78.4225,0.0775
2750,Waterford winery South Africa,293.11,1003.365,66.9275,0.255
2751,Meander winery US,281.03249999999997,1018.5,79.155,0.0775
2752,Honig winery US,281.03249999999997,1018.5,79.155,0.0775
2753,Domaine Degher winery US,282.145,1019.67,71.3375,0.0475
2754,Kason winery US,276.21999999999997,1020.7575,76.705,0.14
2755,M. Autumn winery US,276.885,1020.4425,71.7725,0.19
2756,Château la Martinette winery France,281.9275,1019.2825,79.215,0.052500000000000005
2757,Château Pas du Cerf winery France,281.9275,1019.2825,79.215,0.052500000000000005
2758,Château Thuerry winery France,281.9275,1019.2825,79.215,0.052500000000000005
2759,Cupcake winery New Zealand,279.46000000000004,1019.4825000000001,73.85,0.235
2760,Familia Schroeder winery Argentina,295.84000000000003,1005.2975,39.385,0.0125
2761,Domaine de Savagny winery France,275.75,1017.125,87.71249999999999,0.1625
2762,City Winery Chicago winery US,269.44,1018.5799999999999,78.08000000000001,0.1275
2763,Claro winery Chile,276.885,1020.4425,71.7725,0.19
2764,Alliance Loire winery France,279.34999999999997,1020.3074999999999,88.86500000000001,0.09
2765,Rutherford Grove winery US,281.03249999999997,1018.5,79.155,0.0775
2766,Sierra Batuco winery Chile,276.885,1020.4425,71.7725,0.19
2767,Baron Herzog winery US,285.115,1018.925,58.19,0.0075
2768,Chartron et Trébuchet winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
2769,Stonehaven winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
2770,Domaine Boyar winery Bulgaria,271.17499999999995,1017.7624999999999,85.72,0.0125
2771,Faust winery US,281.03249999999997,1018.5,79.155,0.0775
2772,Shaw winery US,269.9725,1015.9375,78.4025,0.10500000000000001
2773,Finca El Portillo winery Argentina,272.25250000000005,1020.925,75.6575,0.08000000000000002
2774,Five Rows winery US,270.7925,1015.5975000000001,77.225,0.07500000000000001
2775,Tin Roof winery US,276.885,1020.4425,71.7725,0.19
2776,Rock Stream winery US,269.9725,1015.9375,78.4025,0.10500000000000001
2777,Hamilton winery US,269.095,1001.7425,80.53,0.065
2778,Cantina Santadi winery Italy,284.22499999999997,1021.3375000000001,83.125,0.0275
2779,Terrazas de Los Andes winery Argentina,296.04,971.94,46.01,0.0125
2780,Peachy Canyon winery US,282.145,1019.67,71.3375,0.0475
2781,Ironstone winery US,280.02750000000003,1020.2625,75.495,0.035
2782,The Crater Rim winery New Zealand,279.845,1018.17,74.50999999999999,0.195
2783,Sawtooth winery US,268.67499999999995,1022.525,81.3175,0.02
2784,Windward Vineyard winery US,282.145,1019.67,71.3375,0.0475
2785,Fox Meadow winery US,275.39,1018.99,70.985,0.10500000000000001
2786,Xanadu winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
2787,Astrale e Terra winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
2788,Peloton winery US,280.2,1020.225,66.68,0.0125
2789,Lafond winery US,285.08,1018.895,58.4075,0.01
2790,Markus Altenburger winery Austria,273.9,1018.9325,85.6,0.030000000000000002
2791,Native Flora winery US,276.21999999999997,1020.7575,76.705,0.14
2792,Netzl winery Austria,273.9,1018.9325,85.6,0.030000000000000002
2793,Palliser Estate winery New Zealand,290.4125,1011.1350000000001,77.995,0.1225
2794,Mansion Creek winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
2795,Four Vines winery US,282.145,1019.67,71.3375,0.0475
2796,Healdsburg Ranches winery US,281.03249999999997,1018.5,79.155,0.0775
2797,Stone Edge Farm winery US,281.03249999999997,1018.5,79.155,0.0775
2798,Carmenet winery US,281.03249999999997,1018.5,79.155,0.0775
2799,Fallbrook winery US,282.9925,1018.1800000000001,59.332499999999996,0.03
2800,Mark West winery US,281.03249999999997,1018.5,79.155,0.0775
2801,Domaine Vaquer winery France,282.0174999999999,1014.2975,63.565,0.0075
2802,Villa Oneiro winery US,279.115,1018.595,76.28250000000001,0.225
2803,Casa Santos Lima winery Portugal,284.0575,1025.8899999999999,87.975,0.1125
2804,Alta Alella winery Spain,282.185,1021.4275,75.4175,0.0125
2805,Page Mill Winery winery US,281.6275,1018.985,73.14750000000001,0.0775
2806,Woop Woop winery Australia,277.375,1020.0125,79.19749999999999,0.23500000000000001
2807,CalNaturale winery US,276.885,1020.4425,71.7725,0.19
2808,Les Jamelles winery France,282.0174999999999,1014.2975,63.565,0.0075
2809,Edge winery US,274.765,1020.09,75.65,0.1575
2810,Te Kairanga winery New Zealand,290.4125,1011.1350000000001,77.995,0.1225
2811,Morris Ranch winery US,281.255,1020.4925,70.82,0.1375
2812,Brandborg winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
2813,Pear Valley winery US,279.685,1018.23,73.42,0.025
2814,Piattelli winery Argentina,298.2375,996.875,71.0475,0.0625
2815,Carhartt Vineyard winery US,285.08,1018.895,58.4075,0.01
2816,Starfield winery US,280.0375,1020.4000000000001,73.5425,0.07
2817,Te Whare Ra winery New Zealand,290.48,1011.495,78.5125,0.145
2818,Château Rimauresq winery France,281.9275,1019.2825,79.215,0.052500000000000005
2819,Coral Wines winery US,281.03249999999997,1018.5,79.155,0.0775
2820,Dachshund winery US,277.855,1019.3675000000001,72.9025,0.355
2821,Penley Estate winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
2822,EOS winery US,279.685,1018.23,73.42,0.025
2823,Crinella winery US,281.03249999999997,1018.5,79.155,0.0775
2824,Leconfield winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
2825,Cali 351 winery US,281.03249999999997,1018.5,79.155,0.0775
2826,Johann Haart winery Germany,275.71,1014.9425,92.215,0.135
2827,Sonoma Coast Vineyards winery US,281.03249999999997,1018.5,79.155,0.0775
2828,Paul Cluver winery South Africa,293.11,1003.365,66.9275,0.255
2829,D.G. Viticultors winery Spain,281.0525,1018.1424999999999,70.685,0.0125
2830,Garnier et Fils winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
2831,Isabel Mondavi winery US,281.03249999999997,1018.5,79.155,0.0775
2832,Felton Road winery New Zealand,287.5425,996.5475,75.0575,0.085
2833,Domaine Emmanuel Giboulot winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
2834,Stolpman winery US,285.08,1018.895,58.4075,0.01
2835,The Vineyard House winery US,281.03249999999997,1018.5,79.155,0.0775
2836,Golden Triangle winery US,276.885,1020.4425,71.7725,0.19
2837,Two Sisters winery US,270.7925,1015.5975000000001,77.225,0.07500000000000001
2838,Cave du Marmandais winery France,280.26,1023.8899999999999,86.18249999999999,0.17
2839,l'Escargot winery France,276.885,1020.4425,71.7725,0.19
2840,Palaia Vineyards winery US,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
2841,Pomelo winery US,276.885,1020.4425,71.7725,0.19
2842,Producteurs Plaimont winery France,278.945,1021.86,84.17,0.0625
2843,Worthy winery US,276.885,1020.4425,71.7725,0.19
2844,Marquis de Goulaine winery France,280.36,1020.8149999999999,89.03,0.09000000000000001
2845,Naches Heights winery US,269.095,1001.7425,80.53,0.065
2846,VinEcol winery Argentina,298.0,965.5550000000001,44.692499999999995,0.08
2847,Tahoe Ridge winery US,271.375,1017.6325,63.245000000000005,0.0175
2848,Two Wives winery US,269.97749999999996,1017.4950000000001,78.61250000000001,0.0675
2849,Pianetta winery US,282.145,1019.67,71.3375,0.0475
2850,Chimney Rock winery US,280.7575,1020.3425,73.895,0.10250000000000001
2851,Enate winery Spain,279.01000000000005,1013.3199999999999,81.4925,0.0125
2852,EnRoute winery US,276.885,1020.4425,71.7725,0.19
2853,Hansen-Lauer winery Germany,275.71,1014.9425,92.215,0.135
2854,Nautilus winery New Zealand,290.48,1011.495,78.5125,0.145
2855,Henry Marionnet winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
2856,Bachelder winery Canada,270.7925,1015.5975000000001,77.225,0.07500000000000001
2857,Martin Woods winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
2858,L de Lyeth winery US,281.03249999999997,1018.5,79.155,0.0775
2859,Martin Estate winery US,285.2875,1020.0975,76.8125,0.28
2860,Fidelitas winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
2861,Judith Beck winery Austria,273.9,1018.9325,85.6,0.030000000000000002
2862,Mailly Grand Cru winery France,278.11,1018.305,89.99,0.08
2863,Ambassador Vineyard winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
2864,Chronic Cellars winery US,282.145,1019.67,71.3375,0.0475
2865,Daniel Gehrs winery US,285.08,1018.895,58.4075,0.01
2866,Szigeti winery Austria,273.9,1018.9325,85.6,0.030000000000000002
2867,Woodbury winery US,271.1175,1015.8549999999999,75.9225,0.095
2868,La Chouette winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
2869,Dunstan winery US,281.03249999999997,1018.5,79.155,0.0775
2870,Discoveries winery US,273.7775,1017.2824999999999,66.38,0.1125
2871,Five Rivers winery US,276.885,1020.4425,71.7725,0.19
2872,Wieninger winery Austria,274.24749999999995,1016.4425,79.965,0.295
2873,Mill Creek winery US,281.03249999999997,1018.5,79.155,0.0775
2874,Stadt Krems winery Austria,274.24749999999995,1016.4425,79.965,0.295
2875,Tulpen winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
2876,Channing Daughters winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
2877,Vellum winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
2878,Wohlmuth winery Austria,272.28499999999997,1017.4375,86.8775,0.027500000000000004
2879,Jack winery US,281.61,1019.87,73.3725,0.0825
2880,Joyce winery US,282.145,1019.67,71.3375,0.0475
2881,Lavau winery France,278.11,1018.305,89.99,0.08
2882,Monte Ferro winery US,276.21999999999997,1020.7575,76.705,0.14
2883,Tablas Creek winery US,282.145,1019.67,71.3375,0.0475
2884,Diamond River winery South Africa,283.9075,1019.6275,76.72749999999999,0.255
2885,Riglos winery Argentina,296.04,971.94,46.01,0.0125
2886,St. Innocent winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
2887,Domaine Fourrey winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
2888,Kobler winery US,281.03249999999997,1018.5,79.155,0.0775
2889,Ozwell Vintners winery Australia,268.16499999999996,1017.9525,78.89000000000001,0.0325
2890,Barrel Oak winery US,275.39,1018.99,70.985,0.10500000000000001
2891,Estancia winery US,282.145,1019.67,71.3375,0.0475
2892,Saveé Sea winery New Zealand,277.06500000000005,1021.0224999999999,75.6925,0.145
2893,House of Nobilo winery New Zealand,277.06500000000005,1021.0224999999999,75.6925,0.145
2894,Jean-Pierre et Michel Auvigué winery France,277.3075,1019.2425,81.31,0.0925
2895,Rasi winery US,277.1825,1020.1425,77.925,0.1875
2896,The Bridge winery US,276.885,1020.4425,71.7725,0.19
2897,Timbre winery US,280.2,1020.225,66.68,0.0125
2898,Chateau Margene winery US,280.2,1020.225,66.68,0.0125
2899,Dawn's Dream winery US,282.145,1019.67,71.3375,0.0475
2900,Snapping Turtle winery US,276.885,1020.4425,71.7725,0.19
2901,Lasseter winery US,281.03249999999997,1018.5,79.155,0.0775
2902,Nobilo winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
2903,Preston winery US,281.03249999999997,1018.5,79.155,0.0775
2904,Maggiovini winery Italy,282.97749999999996,1018.5675000000001,74.9925,0.1175
2905,Maurigi winery Italy,282.53499999999997,1014.39,75.9475,0.055
2906,Mt. Difficulty winery New Zealand,287.5425,996.5475,75.0575,0.085
2907,Pauletts winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
2908,La Follette winery US,281.03249999999997,1018.5,79.155,0.0775
2909,Bentley winery US,274.85249999999996,1019.1274999999999,78.0425,0.1
2910,Element winery Australia,271.15500000000003,1015.9375,78.5625,0.095
2911,Kunin winery US,285.08,1018.895,58.4075,0.01
2912,Rosemount winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
2913,Mount Palomar winery US,282.9925,1018.1800000000001,59.332499999999996,0.03
2914,Ghost Gum winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
2915,Corbett Canyon winery US,280.2,1020.225,66.68,0.0125
2916,Logan Australia winery Australia,298.52750000000003,1010.9300000000001,73.44749999999999,0.1275
2917,Stratford winery US,266.66249999999997,1019.8225,74.75750000000001,0.005
2918,Owen's Estate winery Australia,276.885,1020.4425,71.7725,0.19
2919,Paul Thomas winery US,280.4425,1019.805,73.02250000000001,0.26
